Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type,Cover_Type
3241.0,10.0,11.0,404.0,22.0,6117.0,209.0,219.0,147.0,1041.0,0,21,Spruce/Fir
3182.0,319.0,36.0,319.0,151.0,2912.0,108.0,183.0,202.0,2831.0,2,32,Spruce/Fir
3152.0,167.0,9.0,255.0,28.0,2264.0,227.0,244.0,149.0,725.0,2,31,Lodgepole Pine
3073.0,69.0,13.0,362.0,52.0,3900.0,233.0,214.0,110.0,4267.0,0,28,Spruce/Fir
2965.0,135.0,10.0,42.0,6.0,4927.0,237.0,236.0,129.0,6066.0,0,11,Lodgepole Pine
2285.0,141.0,13.0,108.0,23.0,170.0,239.0,236.0,124.0,242.0,3,10,Ponderosa Pine
3140.0,79.0,19.0,484.0,224.0,2043.0,241.0,203.0,85.0,2591.0,2,32,Spruce/Fir
2678.0,345.0,7.0,127.0,31.0,1978.0,207.0,230.0,161.0,2400.0,2,1,Douglas-fir
3037.0,33.0,11.0,300.0,10.0,6530.0,218.0,215.0,132.0,2910.0,0,28,Lodgepole Pine
2900.0,126.0,13.0,277.0,6.0,865.0,241.0,231.0,116.0,2514.0,2,31,Lodgepole Pine
2552.0,103.0,8.0,162.0,22.0,1419.0,234.0,230.0,127.0,4642.0,0,17,Lodgepole Pine
2805.0,4.0,17.0,242.0,61.0,592.0,195.0,204.0,144.0,2233.0,0,23,Lodgepole Pine
3093.0,123.0,17.0,190.0,44.0,3412.0,247.0,224.0,100.0,808.0,0,28,Spruce/Fir
2991.0,144.0,6.0,190.0,9.0,4794.0,229.0,239.0,143.0,5069.0,0,28,Lodgepole Pine
2809.0,35.0,15.0,360.0,49.0,1783.0,217.0,206.0,121.0,1195.0,2,9,Lodgepole Pine
2849.0,165.0,21.0,658.0,79.0,4189.0,233.0,241.0,127.0,1597.0,2,12,Lodgepole Pine
2887.0,101.0,19.0,150.0,59.0,201.0,248.0,211.0,83.0,1359.0,0,28,Spruce/Fir
2782.0,21.0,18.0,242.0,44.0,997.0,206.0,200.0,127.0,1856.0,2,10,Lodgepole Pine
2623.0,335.0,20.0,42.0,16.0,1566.0,172.0,210.0,175.0,5011.0,0,11,Lodgepole Pine
3093.0,60.0,9.0,201.0,46.0,2908.0,227.0,221.0,127.0,5977.0,0,28,Spruce/Fir
3094.0,318.0,12.0,569.0,-10.0,2803.0,189.0,229.0,180.0,765.0,2,22,Spruce/Fir
2768.0,327.0,16.0,0.0,0.0,3886.0,178.0,220.0,181.0,5579.0,0,29,Lodgepole Pine
2284.0,339.0,34.0,270.0,145.0,1022.0,130.0,172.0,169.0,484.0,3,9,Ponderosa Pine
2952.0,68.0,9.0,361.0,43.0,4524.0,230.0,221.0,124.0,6242.0,0,11,Lodgepole Pine
3041.0,60.0,17.0,240.0,-22.0,3515.0,231.0,203.0,100.0,5539.0,0,19,Spruce/Fir
3285.0,277.0,12.0,242.0,78.0,1110.0,186.0,242.0,195.0,2358.0,0,39,Lodgepole Pine
2525.0,245.0,7.0,255.0,17.0,752.0,206.0,246.0,177.0,1140.0,3,5,Lodgepole Pine
3022.0,162.0,24.0,295.0,31.0,591.0,235.0,238.0,119.0,1543.0,0,29,Lodgepole Pine
2460.0,91.0,28.0,319.0,114.0,497.0,249.0,183.0,43.0,808.0,2,2,Ponderosa Pine
2965.0,45.0,10.0,42.0,6.0,4844.0,223.0,218.0,129.0,4756.0,0,28,Lodgepole Pine
3128.0,30.0,16.0,90.0,13.0,210.0,213.0,203.0,121.0,2136.0,1,22,Lodgepole Pine
3270.0,287.0,19.0,277.0,83.0,4317.0,163.0,235.0,211.0,2379.0,2,38,Spruce/Fir
2874.0,49.0,10.0,127.0,26.0,1325.0,224.0,218.0,127.0,2320.0,2,30,Lodgepole Pine
2794.0,0.0,6.0,0.0,0.0,2197.0,211.0,228.0,155.0,1667.0,0,22,Lodgepole Pine
2981.0,24.0,3.0,240.0,6.0,2839.0,218.0,233.0,152.0,1979.0,0,28,Lodgepole Pine
3106.0,324.0,15.0,591.0,69.0,2173.0,181.0,223.0,181.0,977.0,2,31,Lodgepole Pine
2727.0,75.0,34.0,108.0,72.0,108.0,238.0,158.0,22.0,1655.0,0,29,Aspen
3206.0,76.0,6.0,300.0,25.0,5721.0,228.0,229.0,136.0,2381.0,0,28,Spruce/Fir
2263.0,310.0,24.0,162.0,106.0,537.0,147.0,215.0,205.0,1507.0,3,9,Ponderosa Pine
3098.0,359.0,22.0,543.0,30.0,2051.0,182.0,194.0,146.0,1406.0,2,31,Lodgepole Pine
2305.0,19.0,16.0,234.0,74.0,992.0,206.0,203.0,131.0,1263.0,3,9,Douglas-fir
2899.0,217.0,5.0,408.0,31.0,1110.0,215.0,244.0,166.0,446.0,2,31,Lodgepole Pine
3122.0,192.0,11.0,633.0,81.0,558.0,219.0,249.0,162.0,1753.0,2,22,Lodgepole Pine
2743.0,88.0,6.0,0.0,0.0,1861.0,230.0,229.0,133.0,882.0,0,11,Lodgepole Pine
2587.0,163.0,11.0,0.0,0.0,3013.0,231.0,243.0,143.0,1224.0,2,9,Douglas-fir
2986.0,90.0,6.0,218.0,13.0,2758.0,230.0,230.0,134.0,120.0,0,19,Spruce/Fir
2928.0,294.0,6.0,216.0,21.0,5075.0,204.0,239.0,174.0,1744.0,0,22,Aspen
3183.0,156.0,5.0,1243.0,121.0,3013.0,225.0,240.0,150.0,2171.0,2,31,Lodgepole Pine
3258.0,2.0,23.0,492.0,121.0,1159.0,182.0,190.0,141.0,5220.0,1,23,Spruce/Fir
3328.0,183.0,21.0,85.0,22.0,2164.0,220.0,249.0,151.0,3660.0,1,31,Spruce/Fir
2978.0,345.0,3.0,360.0,26.0,4360.0,214.0,235.0,159.0,5475.0,0,11,Lodgepole Pine
2783.0,9.0,24.0,162.0,38.0,1127.0,186.0,186.0,130.0,1050.0,2,32,Spruce/Fir
3310.0,175.0,24.0,503.0,155.0,1561.0,225.0,244.0,137.0,1484.0,1,32,Spruce/Fir
3233.0,83.0,14.0,537.0,90.0,443.0,239.0,215.0,104.0,930.0,2,30,Spruce/Fir
3079.0,75.0,23.0,342.0,8.0,2697.0,240.0,191.0,70.0,2798.0,2,30,Lodgepole Pine
3144.0,339.0,11.0,693.0,63.0,1622.0,196.0,224.0,167.0,2768.0,2,31,Spruce/Fir
2771.0,166.0,16.0,90.0,16.0,1299.0,232.0,244.0,137.0,1676.0,2,3,Lodgepole Pine
2894.0,357.0,24.0,127.0,35.0,792.0,174.0,188.0,145.0,1366.0,2,23,Lodgepole Pine
2281.0,314.0,18.0,30.0,8.0,420.0,168.0,223.0,193.0,1557.0,3,3,Ponderosa Pine
2745.0,66.0,6.0,127.0,9.0,366.0,227.0,227.0,135.0,2583.0,2,30,Lodgepole Pine
2974.0,111.0,11.0,127.0,21.0,808.0,240.0,228.0,117.0,2416.0,0,28,Lodgepole Pine
2947.0,69.0,8.0,153.0,19.0,997.0,229.0,224.0,128.0,2322.0,0,22,Lodgepole Pine
2517.0,316.0,27.0,424.0,116.0,1031.0,141.0,206.0,201.0,942.0,2,9,Ponderosa Pine
2551.0,342.0,12.0,30.0,8.0,870.0,194.0,221.0,165.0,365.0,0,15,Lodgepole Pine
2828.0,39.0,9.0,30.0,0.0,1301.0,221.0,219.0,133.0,883.0,2,22,Spruce/Fir
3167.0,109.0,33.0,247.0,90.0,3904.0,254.0,183.0,29.0,2312.0,0,38,Spruce/Fir
3270.0,0.0,0.0,30.0,0.0,5858.0,218.0,238.0,156.0,700.0,0,37,Spruce/Fir
2860.0,337.0,12.0,212.0,43.0,2333.0,193.0,223.0,169.0,2135.0,0,28,Spruce/Fir
2752.0,341.0,17.0,150.0,85.0,2698.0,181.0,212.0,168.0,6637.0,0,28,Spruce/Fir
2898.0,208.0,17.0,240.0,52.0,1772.0,206.0,254.0,178.0,983.0,2,12,Lodgepole Pine
2959.0,149.0,12.0,277.0,84.0,4118.0,236.0,239.0,132.0,1591.0,0,11,Lodgepole Pine
2609.0,73.0,9.0,42.0,5.0,1670.0,230.0,223.0,126.0,990.0,2,1,Ponderosa Pine
3004.0,117.0,4.0,911.0,32.0,5685.0,227.0,236.0,143.0,6103.0,0,28,Lodgepole Pine
3269.0,307.0,26.0,319.0,72.0,408.0,141.0,215.0,210.0,725.0,1,32,Spruce/Fir
2340.0,321.0,13.0,272.0,130.0,984.0,185.0,227.0,181.0,752.0,3,4,Douglas-fir
3061.0,14.0,9.0,190.0,29.0,1101.0,212.0,222.0,147.0,1477.0,1,22,Lodgepole Pine
3129.0,26.0,10.0,255.0,16.0,3596.0,215.0,218.0,138.0,3874.0,0,22,Spruce/Fir
2959.0,123.0,15.0,85.0,27.0,4345.0,244.0,228.0,110.0,1911.0,0,29,Lodgepole Pine
2886.0,156.0,20.0,124.0,44.0,1027.0,238.0,238.0,119.0,2138.0,2,32,Lodgepole Pine
3159.0,279.0,20.0,42.0,1.0,1142.0,163.0,238.0,214.0,2554.0,0,29,Spruce/Fir
2851.0,233.0,24.0,390.0,106.0,1774.0,174.0,253.0,209.0,2130.0,2,12,Aspen
2712.0,8.0,21.0,30.0,3.0,1140.0,191.0,194.0,136.0,721.0,2,32,Lodgepole Pine
2171.0,0.0,22.0,297.0,160.0,457.0,183.0,194.0,144.0,618.0,3,9,Ponderosa Pine
3090.0,68.0,5.0,371.0,64.0,1698.0,225.0,230.0,139.0,2234.0,0,28,Lodgepole Pine
3024.0,6.0,7.0,95.0,16.0,3700.0,212.0,226.0,152.0,2577.0,0,29,Spruce/Fir
2298.0,70.0,22.0,30.0,17.0,1321.0,238.0,192.0,75.0,845.0,3,2,Ponderosa Pine
2997.0,9.0,17.0,787.0,128.0,2435.0,198.0,204.0,140.0,1501.0,2,23,Lodgepole Pine
3092.0,173.0,20.0,997.0,178.0,3184.0,228.0,245.0,140.0,1717.0,2,32,Lodgepole Pine
3077.0,285.0,8.0,42.0,-2.0,3181.0,198.0,240.0,182.0,2371.0,0,22,Spruce/Fir
3006.0,117.0,21.0,60.0,-9.0,571.0,251.0,216.0,83.0,1374.0,0,28,Spruce/Fir
2889.0,33.0,16.0,553.0,47.0,2547.0,215.0,203.0,119.0,2063.0,0,28,Lodgepole Pine
2775.0,246.0,36.0,134.0,66.0,2234.0,126.0,240.0,235.0,872.0,2,12,Lodgepole Pine
2653.0,319.0,22.0,60.0,14.0,1092.0,158.0,214.0,193.0,2418.0,0,28,Lodgepole Pine
3214.0,50.0,4.0,30.0,0.0,3034.0,221.0,231.0,146.0,1645.0,0,21,Spruce/Fir
3264.0,104.0,13.0,511.0,56.0,3097.0,241.0,223.0,110.0,3127.0,2,31,Lodgepole Pine
2579.0,155.0,9.0,108.0,8.0,408.0,231.0,241.0,142.0,1290.0,0,29,Lodgepole Pine
3020.0,121.0,1.0,0.0,0.0,4384.0,221.0,237.0,152.0,953.0,0,18,Lodgepole Pine
3274.0,304.0,28.0,541.0,180.0,480.0,131.0,212.0,215.0,1033.0,1,21,Spruce/Fir
2757.0,64.0,23.0,234.0,111.0,242.0,234.0,186.0,72.0,860.0,0,29,Aspen
2978.0,70.0,13.0,437.0,40.0,2305.0,233.0,214.0,111.0,2656.0,2,30,Spruce/Fir
3005.0,194.0,8.0,497.0,-15.0,1471.0,219.0,247.0,162.0,1516.0,2,31,Lodgepole Pine
3220.0,45.0,8.0,42.0,5.0,5474.0,222.0,223.0,136.0,750.0,0,21,Spruce/Fir
2961.0,14.0,12.0,228.0,42.0,2965.0,208.0,214.0,141.0,966.0,2,32,Lodgepole Pine
2656.0,80.0,13.0,285.0,44.0,750.0,237.0,216.0,108.0,1277.0,0,29,Lodgepole Pine
2819.0,41.0,5.0,0.0,0.0,2524.0,221.0,228.0,143.0,2621.0,0,22,Lodgepole Pine
3321.0,192.0,20.0,277.0,87.0,3181.0,214.0,251.0,163.0,3049.0,0,28,Spruce/Fir
2829.0,232.0,23.0,362.0,205.0,706.0,177.0,253.0,206.0,1748.0,2,32,Lodgepole Pine
2544.0,7.0,6.0,0.0,0.0,1080.0,213.0,229.0,153.0,6560.0,0,15,Lodgepole Pine
3135.0,33.0,16.0,30.0,2.0,3004.0,215.0,204.0,120.0,3205.0,2,30,Lodgepole Pine
3008.0,116.0,16.0,300.0,13.0,4278.0,246.0,223.0,101.0,2412.0,0,28,Lodgepole Pine
2650.0,26.0,13.0,268.0,17.0,3255.0,213.0,211.0,131.0,2940.0,2,10,Spruce/Fir
2941.0,303.0,24.0,362.0,72.0,3812.0,146.0,220.0,211.0,949.0,0,28,Lodgepole Pine
3121.0,53.0,12.0,1208.0,252.0,2851.0,227.0,214.0,119.0,1484.0,2,31,Lodgepole Pine
2946.0,156.0,14.0,295.0,24.0,4710.0,235.0,241.0,133.0,437.0,0,29,Lodgepole Pine
2458.0,72.0,18.0,201.0,64.0,666.0,237.0,204.0,91.0,1110.0,2,3,Douglas-fir
2843.0,327.0,21.0,85.0,30.0,4813.0,163.0,210.0,184.0,258.0,0,28,Lodgepole Pine
3292.0,200.0,24.0,335.0,135.0,2352.0,203.0,252.0,172.0,1114.0,2,32,Spruce/Fir
2905.0,310.0,20.0,30.0,14.0,577.0,160.0,221.0,199.0,1936.0,2,23,Spruce/Fir
3144.0,152.0,14.0,67.0,11.0,983.0,236.0,240.0,131.0,2144.0,1,22,Spruce/Fir
3006.0,15.0,23.0,319.0,116.0,1935.0,193.0,186.0,123.0,1621.0,2,32,Lodgepole Pine
2866.0,352.0,11.0,684.0,100.0,2147.0,200.0,221.0,159.0,860.0,2,10,Aspen
3090.0,342.0,11.0,153.0,15.0,2160.0,197.0,223.0,165.0,2308.0,2,31,Spruce/Fir
2818.0,110.0,15.0,258.0,65.0,1855.0,244.0,223.0,104.0,816.0,2,30,Aspen
2776.0,119.0,17.0,331.0,86.0,1842.0,247.0,223.0,99.0,2184.0,2,9,Lodgepole Pine
3229.0,349.0,25.0,175.0,69.0,1566.0,164.0,189.0,156.0,2681.0,2,32,Spruce/Fir
2196.0,330.0,24.0,350.0,189.0,404.0,156.0,203.0,182.0,430.0,3,9,Ponderosa Pine
2661.0,71.0,16.0,484.0,49.0,721.0,236.0,207.0,98.0,1530.0,0,29,Lodgepole Pine
3291.0,64.0,30.0,182.0,91.0,2581.0,231.0,166.0,46.0,408.0,2,38,Krummholz
2694.0,342.0,21.0,90.0,37.0,2002.0,171.0,203.0,167.0,2689.0,0,28,Lodgepole Pine
2982.0,280.0,17.0,376.0,62.0,4860.0,171.0,240.0,208.0,1828.0,0,28,Lodgepole Pine
3095.0,349.0,5.0,175.0,26.0,1803.0,211.0,232.0,159.0,564.0,2,22,Spruce/Fir
3251.0,31.0,10.0,0.0,0.0,2913.0,218.0,219.0,136.0,2552.0,0,28,Spruce/Fir
2998.0,308.0,11.0,234.0,51.0,3950.0,189.0,233.0,184.0,1324.0,0,28,Lodgepole Pine
2926.0,30.0,5.0,488.0,7.0,4371.0,218.0,228.0,146.0,4629.0,0,22,Lodgepole Pine
3265.0,80.0,12.0,272.0,-19.0,1485.0,236.0,219.0,113.0,1947.0,0,37,Spruce/Fir
2952.0,287.0,9.0,582.0,56.0,6046.0,195.0,240.0,185.0,5747.0,0,15,Lodgepole Pine
3033.0,312.0,7.0,408.0,39.0,2713.0,202.0,235.0,173.0,242.0,0,28,Spruce/Fir
2867.0,139.0,13.0,108.0,20.0,3948.0,239.0,236.0,124.0,6130.0,0,29,Lodgepole Pine
3164.0,327.0,19.0,201.0,58.0,1275.0,171.0,216.0,182.0,2825.0,0,29,Spruce/Fir
3101.0,11.0,10.0,85.0,10.0,4063.0,210.0,221.0,147.0,1872.0,0,22,Spruce/Fir
3320.0,279.0,7.0,690.0,119.0,769.0,200.0,241.0,181.0,977.0,2,31,Spruce/Fir
2516.0,133.0,11.0,192.0,34.0,1194.0,238.0,235.0,126.0,4674.0,0,17,Lodgepole Pine
2916.0,28.0,20.0,277.0,17.0,660.0,208.0,192.0,114.0,124.0,2,32,Lodgepole Pine
3013.0,94.0,14.0,175.0,25.0,1110.0,241.0,219.0,105.0,1782.0,2,21,Lodgepole Pine
3192.0,10.0,5.0,466.0,48.0,6084.0,214.0,229.0,152.0,1146.0,0,28,Spruce/Fir
3208.0,58.0,9.0,484.0,66.0,2785.0,227.0,222.0,129.0,5044.0,0,28,Spruce/Fir
2507.0,95.0,20.0,0.0,0.0,450.0,248.0,206.0,78.0,365.0,0,28,Lodgepole Pine
3074.0,58.0,22.0,90.0,-16.0,636.0,230.0,189.0,82.0,1544.0,0,28,Spruce/Fir
3106.0,0.0,3.0,342.0,-2.0,6480.0,215.0,234.0,156.0,2643.0,0,28,Lodgepole Pine
3045.0,11.0,6.0,60.0,-1.0,3640.0,214.0,228.0,151.0,1846.0,0,28,Lodgepole Pine
2392.0,35.0,13.0,0.0,0.0,497.0,218.0,211.0,126.0,1350.0,3,5,Cottonwood/Willow
2270.0,11.0,33.0,339.0,195.0,812.0,168.0,156.0,109.0,301.0,3,9,Ponderosa Pine
2913.0,30.0,4.0,42.0,2.0,1561.0,218.0,231.0,149.0,1825.0,0,28,Lodgepole Pine
2988.0,5.0,21.0,201.0,43.0,3037.0,188.0,194.0,139.0,1535.0,2,32,Spruce/Fir
2919.0,304.0,10.0,90.0,12.0,3602.0,192.0,235.0,183.0,4881.0,0,28,Lodgepole Pine
3272.0,266.0,8.0,376.0,114.0,4444.0,201.0,243.0,182.0,1399.0,0,37,Krummholz
3063.0,271.0,19.0,150.0,47.0,1298.0,168.0,243.0,212.0,2658.0,2,32,Spruce/Fir
3277.0,29.0,8.0,201.0,3.0,1036.0,217.0,222.0,140.0,2379.0,0,37,Spruce/Fir
2734.0,17.0,5.0,285.0,26.0,1254.0,216.0,229.0,151.0,2269.0,0,28,Lodgepole Pine
3215.0,176.0,22.0,470.0,99.0,2687.0,225.0,245.0,140.0,3384.0,2,32,Lodgepole Pine
3072.0,183.0,24.0,210.0,21.0,3520.0,218.0,247.0,148.0,1120.0,2,32,Lodgepole Pine
2836.0,358.0,22.0,256.0,54.0,1590.0,181.0,195.0,147.0,1652.0,2,23,Lodgepole Pine
2982.0,68.0,8.0,319.0,37.0,3853.0,228.0,225.0,130.0,2382.0,0,28,Lodgepole Pine
3251.0,118.0,20.0,42.0,17.0,4459.0,250.0,218.0,87.0,1040.0,0,28,Spruce/Fir
2167.0,350.0,25.0,90.0,37.0,937.0,165.0,188.0,155.0,591.0,3,9,Ponderosa Pine
2713.0,342.0,5.0,420.0,5.0,993.0,209.0,232.0,161.0,1082.0,0,11,Lodgepole Pine
2990.0,163.0,15.0,408.0,132.0,5483.0,233.0,243.0,138.0,779.0,0,29,Lodgepole Pine
3079.0,11.0,6.0,309.0,14.0,5142.0,214.0,228.0,151.0,2661.0,0,21,Spruce/Fir
3279.0,2.0,8.0,192.0,40.0,3511.0,209.0,225.0,154.0,2471.0,2,30,Spruce/Fir
2879.0,43.0,9.0,240.0,-1.0,1994.0,222.0,220.0,133.0,2800.0,2,25,Lodgepole Pine
3239.0,263.0,17.0,454.0,65.0,721.0,177.0,246.0,207.0,700.0,1,22,Spruce/Fir
3304.0,205.0,22.0,268.0,-35.0,2994.0,201.0,254.0,178.0,511.0,2,32,Spruce/Fir
3161.0,227.0,9.0,722.0,17.0,6224.0,207.0,249.0,178.0,1199.0,0,29,Lodgepole Pine
2993.0,351.0,10.0,300.0,26.0,1741.0,202.0,223.0,159.0,771.0,2,30,Lodgepole Pine
3009.0,169.0,20.0,323.0,88.0,1482.0,231.0,244.0,135.0,1047.0,0,28,Lodgepole Pine
3124.0,248.0,15.0,361.0,63.0,5844.0,187.0,250.0,200.0,1894.0,0,29,Lodgepole Pine
2802.0,132.0,17.0,85.0,17.0,2280.0,245.0,228.0,105.0,983.0,2,12,Lodgepole Pine
2052.0,268.0,40.0,90.0,44.0,180.0,93.0,220.0,248.0,153.0,3,4,Ponderosa Pine
2526.0,189.0,29.0,192.0,-23.0,1120.0,207.0,247.0,154.0,1371.0,2,2,Ponderosa Pine
2909.0,54.0,22.0,120.0,-4.0,4402.0,227.0,188.0,84.0,1206.0,0,28,Lodgepole Pine
2836.0,48.0,11.0,655.0,48.0,870.0,224.0,215.0,123.0,1535.0,2,10,Lodgepole Pine
2782.0,88.0,6.0,42.0,-6.0,3314.0,230.0,229.0,133.0,1638.0,2,31,Lodgepole Pine
2991.0,20.0,5.0,201.0,26.0,3278.0,217.0,229.0,150.0,6246.0,0,28,Lodgepole Pine
3137.0,4.0,22.0,933.0,364.0,1074.0,186.0,193.0,139.0,1643.0,2,32,Lodgepole Pine
2741.0,68.0,10.0,90.0,-8.0,1473.0,231.0,220.0,121.0,2010.0,0,28,Lodgepole Pine
3095.0,306.0,2.0,524.0,41.0,2778.0,213.0,238.0,162.0,1847.0,2,31,Lodgepole Pine
2864.0,22.0,17.0,150.0,26.0,467.0,207.0,201.0,126.0,437.0,2,30,Lodgepole Pine
2324.0,236.0,36.0,495.0,182.0,806.0,135.0,243.0,226.0,882.0,3,0,Ponderosa Pine
2886.0,72.0,9.0,466.0,143.0,1233.0,231.0,223.0,125.0,1385.0,2,31,Lodgepole Pine
3401.0,131.0,13.0,170.0,1.0,4329.0,241.0,232.0,119.0,4324.0,2,22,Krummholz
3375.0,351.0,5.0,212.0,-3.0,4385.0,212.0,232.0,158.0,3969.0,0,39,Krummholz
2225.0,114.0,25.0,153.0,79.0,1381.0,253.0,206.0,65.0,765.0,3,2,Cottonwood/Willow
2975.0,98.0,7.0,283.0,-2.0,3691.0,232.0,230.0,130.0,5930.0,0,28,Lodgepole Pine
3322.0,20.0,13.0,150.0,22.0,2096.0,210.0,211.0,135.0,1682.0,2,30,Spruce/Fir
2460.0,83.0,18.0,150.0,31.0,589.0,242.0,206.0,88.0,1651.0,3,5,Ponderosa Pine
3276.0,34.0,5.0,534.0,117.0,600.0,219.0,228.0,146.0,934.0,1,23,Lodgepole Pine
3011.0,3.0,22.0,297.0,42.0,2322.0,185.0,193.0,140.0,2201.0,2,23,Spruce/Fir
2972.0,87.0,9.0,350.0,32.0,2012.0,234.0,225.0,123.0,703.0,2,31,Spruce/Fir
3156.0,112.0,33.0,402.0,139.0,3422.0,254.0,186.0,32.0,2042.0,2,32,Spruce/Fir
2763.0,16.0,26.0,120.0,32.0,1048.0,187.0,176.0,115.0,994.0,2,32,Spruce/Fir
3086.0,143.0,7.0,391.0,55.0,5016.0,231.0,239.0,141.0,1698.0,0,29,Spruce/Fir
3028.0,301.0,18.0,552.0,254.0,830.0,167.0,229.0,201.0,1406.0,2,30,Spruce/Fir
2667.0,129.0,18.0,42.0,8.0,1187.0,247.0,226.0,101.0,3296.0,0,11,Lodgepole Pine
2677.0,62.0,16.0,313.0,42.0,1230.0,232.0,206.0,102.0,1116.0,0,22,Lodgepole Pine
2837.0,346.0,14.0,175.0,22.0,2366.0,191.0,217.0,163.0,1075.0,2,32,Lodgepole Pine
2763.0,110.0,9.0,30.0,6.0,2026.0,236.0,230.0,126.0,3378.0,0,19,Lodgepole Pine
2921.0,249.0,14.0,391.0,57.0,1851.0,189.0,250.0,198.0,1024.0,2,30,Lodgepole Pine
2859.0,229.0,22.0,108.0,45.0,1275.0,181.0,254.0,203.0,2620.0,2,32,Aspen
3083.0,18.0,7.0,218.0,40.0,4536.0,215.0,226.0,148.0,2402.0,0,29,Spruce/Fir
3204.0,34.0,21.0,540.0,17.0,1956.0,211.0,188.0,104.0,1899.0,2,32,Spruce/Fir
2762.0,86.0,23.0,95.0,4.0,1914.0,246.0,193.0,64.0,1899.0,2,12,Lodgepole Pine
3024.0,246.0,8.0,42.0,4.0,1261.0,205.0,246.0,179.0,957.0,2,31,Lodgepole Pine
3007.0,345.0,24.0,384.0,57.0,2953.0,166.0,195.0,162.0,534.0,2,32,Spruce/Fir
3077.0,248.0,27.0,721.0,267.0,2001.0,152.0,247.0,225.0,841.0,2,12,Lodgepole Pine
3225.0,2.0,6.0,67.0,4.0,5872.0,212.0,229.0,154.0,1068.0,0,21,Spruce/Fir
3024.0,260.0,20.0,541.0,-96.0,1931.0,167.0,246.0,215.0,1806.0,2,32,Lodgepole Pine
2619.0,120.0,31.0,85.0,22.0,1476.0,254.0,196.0,44.0,306.0,2,9,Ponderosa Pine
2851.0,231.0,16.0,319.0,55.0,2162.0,192.0,253.0,195.0,2001.0,2,32,Lodgepole Pine
2992.0,271.0,19.0,170.0,31.0,2676.0,167.0,243.0,214.0,1841.0,2,21,Spruce/Fir
3016.0,70.0,20.0,300.0,34.0,2282.0,237.0,197.0,82.0,1894.0,2,30,Lodgepole Pine
3099.0,183.0,18.0,277.0,40.0,485.0,222.0,249.0,153.0,1426.0,2,31,Lodgepole Pine
2982.0,63.0,11.0,408.0,82.0,5748.0,230.0,218.0,121.0,3799.0,0,28,Lodgepole Pine
3121.0,141.0,13.0,277.0,42.0,5235.0,239.0,236.0,125.0,1879.0,0,28,Spruce/Fir
2695.0,29.0,10.0,162.0,16.0,2208.0,217.0,219.0,137.0,1930.0,2,31,Douglas-fir
2926.0,347.0,6.0,361.0,53.0,4278.0,208.0,230.0,160.0,6425.0,0,11,Lodgepole Pine
2983.0,85.0,18.0,301.0,-40.0,531.0,243.0,208.0,88.0,960.0,0,28,Spruce/Fir
2620.0,60.0,20.0,309.0,51.0,1209.0,231.0,193.0,86.0,1249.0,2,9,Lodgepole Pine
3036.0,323.0,15.0,306.0,56.0,424.0,181.0,224.0,182.0,1463.0,2,31,Lodgepole Pine
3489.0,94.0,25.0,361.0,92.0,2438.0,250.0,192.0,55.0,3676.0,0,39,Krummholz
3329.0,2.0,17.0,402.0,140.0,4057.0,194.0,205.0,147.0,3776.0,2,39,Krummholz
3355.0,73.0,36.0,190.0,155.0,2824.0,234.0,147.0,12.0,430.0,2,31,Krummholz
3287.0,75.0,18.0,309.0,109.0,3426.0,239.0,202.0,87.0,540.0,2,31,Lodgepole Pine
3186.0,264.0,7.0,95.0,16.0,1092.0,202.0,244.0,181.0,90.0,2,22,Spruce/Fir
2452.0,161.0,15.0,390.0,96.0,837.0,234.0,242.0,135.0,1215.0,3,1,Douglas-fir
3166.0,113.0,33.0,404.0,141.0,3451.0,254.0,186.0,31.0,2071.0,2,32,Spruce/Fir
3252.0,104.0,8.0,492.0,25.0,4514.0,234.0,230.0,129.0,2128.0,0,37,Krummholz
2983.0,301.0,1.0,170.0,10.0,4954.0,215.0,238.0,161.0,1358.0,0,28,Lodgepole Pine
2949.0,296.0,7.0,384.0,33.0,5294.0,200.0,238.0,178.0,2115.0,0,28,Lodgepole Pine
2934.0,158.0,15.0,350.0,96.0,2996.0,235.0,241.0,132.0,3274.0,0,29,Lodgepole Pine
3162.0,144.0,12.0,162.0,23.0,2942.0,237.0,238.0,129.0,3547.0,0,38,Spruce/Fir
2705.0,343.0,21.0,120.0,46.0,2017.0,173.0,204.0,166.0,2666.0,0,28,Lodgepole Pine
3129.0,184.0,23.0,430.0,114.0,1889.0,218.0,248.0,151.0,1072.0,0,28,Lodgepole Pine
2973.0,87.0,22.0,180.0,47.0,5448.0,246.0,198.0,70.0,1552.0,0,29,Lodgepole Pine
2183.0,330.0,25.0,180.0,58.0,552.0,153.0,201.0,182.0,212.0,3,9,Douglas-fir
3058.0,187.0,15.0,300.0,-8.0,1410.0,220.0,250.0,158.0,1182.0,0,28,Spruce/Fir
3205.0,44.0,22.0,108.0,15.0,953.0,219.0,186.0,91.0,1999.0,1,22,Spruce/Fir
3349.0,341.0,19.0,492.0,116.0,4953.0,176.0,208.0,169.0,3002.0,2,37,Spruce/Fir
